JOIN_SN,JOIN_SN_TYP,BIZ_SN,BIZ_TYP_CD,BIZ_GIS_CD
1912308,1,33240,9000,11
47029,3,60029,3000,24
668254,1,113963,6000,34
823643,1,84004,9000,31
1659702,1,7179,8000,25
273801,3,106811,2000,37
1430110,1,32627,8000,11
458138,1,46402,0000,31
1604665,1,160971,9000,36
1296655,1,105767,4000,37
554677,1,19118,6000,31
608875,3,54459,4000,99
246114,1,162861,0000,11
1568123,1,96011,6000,11
1786946,1,103472,9000,11
1413824,1,94184,5000,11
1317524,3,121570,6000,39
554971,1,55998,0000,31
248538,1,2310,8000,31
1444425,1,144936,0000,25
1862941,1,73635,7000,31
1952988,1,195781,9000,99
1802795,1,157227,4000,99
392305,3,10473,4000,11
1672344,1,19444,3000,36
1824071,1,158787,4000,11
443818,1,1080,4000,37
747150,1,160128,5000,22
699227,1,94661,4000,23
1832388,1,83658,5000,31
706063,1,71141,0000,34
1287540,1,129230,4000,39
590194,1,187718,4000,11
941161,1,94394,4000,31
668285,1,195358,5000,39
1246099,1,146210,9000,33
1150988,3,130731,2000,37
266099,1,26976,0000,36
66084,1,121821,4000,23
594854,3,14389,2000,34
647878,1,157017,4000,24
987409,1,151616,4000,37
512073,1,133880,9000,99
516817,1,180162,6000,31
1176182,1,127217,8000,11
164550,3,155848,7000,11
1836650,1,29956,2000,11
1390124,1,98676,4000,37
1306033,1,31481,6000,11
1417627,1,83528,8000,11
1320018,1,188573,4000,24
1330721,1,164487,5000,36
1698979,1,47454,8000,11
375198,3,144943,2000,11
252419,1,25634,0000,32
10706,1,62512,8000,21
904042,1,73397,4000,11
135631,3,117416,3000,37
952231,1,179581,4000,31
1727568,3,48655,7000,11
1639344,1,164416,0000,34
1779973,1,178465,0000,25
1635941,1,113792,3000,11
172236,1,48463,9000,21
1842578,1,184788,0000,31
906162,1,67675,0000,35
594736,1,155586,5000,37
335188,1,35108,4000,31
1866649,1,159318,7000,11
1840620,3,165576,2000,36
1491704,1,161076,3000,35
866209,1,173303,5000,24
76685,1,104135,5000,11
605244,3,143766,2000,11
1487504,1,141336,6000,21
1248975,1,175692,4000,32
3636,1,167898,6000,11
539733,1,54418,6000,38
609289,1,88986,1000,22
1266326,3,171306,4000,37
1485067,1,70959,4000,31
40758,1,4114,0000,33
1359660,1,136430,9000,32
642241,3,46542,0000,11
1028970,1,87677,4000,11
563289,1,66502,8000,11
1321111,1,113605,4000,38
1943505,1,90390,8000,11
645994,1,62199,5000,25
145747,1,166798,6000,11
1307668,1,128407,2000,11
786040,1,73668,5000,11
1502960,3,28710,5000,11
134608,1,85016,5000,35
1743944,1,173728,4000,32
988796,1,35424,6000,32
258345,1,20027,2000,31
530455,1,134103,8000,31
29680,1,159411,9000,23
407588,1,7971,0000,34
649451,1,178009,4000,99
472129,1,47769,9000,37
1192640,1,120878,1000,31
553505,1,114093,4000,26
1903186,1,190904,0000,37
153340,1,145720,4000,11
1753560,1,175879,4000,21
1856991,1,102475,7000,25
571540,1,118746,5000,11
339534,1,42607,9000,31
259054,1,26263,2000,38
1908410,1,1011,0000,11
1250911,1,133483,9000,33
1275605,1,124262,9000,11
427656,3,43335,8000,33
850717,1,79657,7000,21
1582974,1,190604,4000,99
1646283,3,149577,2000,31
405901,1,41050,9000,31
225761,1,113578,2000,31
196874,3,47159,2000,31
1023243,1,131079,4000,21
466088,1,139388,6000,99
477031,3,138192,2000,34
647752,3,114234,4000,11
1916457,1,44212,4000,11
396987,1,90900,4000,35
1777218,1,113257,8000,31
620568,1,62539,9000,36
1676850,1,72105,9000,99
1701546,1,89383,9000,21
1047379,3,130855,2000,11
1883705,3,2948,4000,21
886968,1,182084,9000,11
556612,1,182462,9000,24
1786912,1,23638,9000,35
1256372,3,177863,1000,37
1088914,1,14450,3000,31
939941,1,157217,4000,11
1353420,1,88245,5000,31
203743,1,171103,0000,23
869576,1,100095,4000,31
1717584,1,185960,0000,37
1047813,3,76987,3000,31
618931,3,193658,4000,36
1320285,1,147459,7000,11
397756,1,116217,3000,34
784882,1,77119,7000,23
884389,3,44952,4000,24
225242,1,163194,4000,34
1913834,3,80874,9000,11
1219196,1,194239,7000,37
1183408,1,36216,6000,99
1804329,1,28546,5000,39
706910,1,71219,0000,25
1633480,1,3965,6000,11
1278662,1,136538,5000,22
22566,1,53611,6000,11
270943,1,14689,5000,11
1719613,3,162067,5000,36
1818027,1,94517,9000,31
198034,3,73858,3000,34
735509,1,39728,9000,33
1147839,3,168753,0000,31
967792,1,97157,6000,31
1347352,1,52113,4000,31
1324041,1,132830,0000,31
223268,3,28914,6000,35
1912220,1,108260,4000,11
971322,3,122905,2000,11
1304295,1,188213,4000,11
1528437,1,141983,8000,11
1609679,1,161452,0000,11
760672,1,123820,5000,39
1718266,1,148173,9000,38
776969,1,18646,5000,11
726987,1,20814,4000,32
1384310,1,81696,6000,24
201902,1,4809,5000,11
1917113,1,120486,4000,23
500048,3,187768,4000,35
605711,1,96440,4000,11
1351318,1,95402,4000,33
381841,1,195731,6000,99
519953,3,37051,4000,36
1941009,1,152114,0000,31
551129,3,21574,6000,23
1508416,1,41095,9000,22
1152046,1,113990,9000,35
1138117,1,186128,0000,11
923920,1,95807,4000,25
1072977,1,94416,0000,39
1667452,1,46450,4000,35
727110,1,73198,0000,37
514939,1,119557,7000,37
788357,1,181864,4000,31
539754,1,54420,4000,21
585792,1,13961,4000,23
535911,1,34400,4000,31
196375,1,157258,7000,38
900104,1,130723,3000,26
1866782,1,131029,2000,21
617053,3,184624,4000,31
205480,1,36673,3000,21
1009193,1,18545,9000,38
613555,1,30792,6000,11
1394000,1,90400,6000,35
1085826,1,109083,9000,35
868203,1,133261,6000,31
1767389,1,48572,2000,38
989118,3,9439,4000,24
1198886,1,18271,0000,11
1314975,1,192059,1000,24
1818613,1,31030,9000,31
1115998,1,184155,5000,37
1860234,1,178411,0000,11
256847,1,186244,5000,11
1647439,1,156557,4000,37
1631542,1,126112,5000,11
164112,1,16700,0000,26
210702,3,63539,3000,23
378079,3,86303,4000,11
1203437,1,53877,4000,33
1278584,1,40635,9000,31
399671,1,70795,4000,23
63347,3,177822,2000,11
1171767,1,60233,6000,31
1488746,1,126407,4000,11
465260,1,138451,8000,34
373506,3,7077,2000,25
1615973,1,120619,6000,31
1733477,1,157988,1000,11
193629,1,133689,1000,38
1094511,1,109954,9000,26
1282506,1,166435,4000,22
36680,1,76825,0000,25
229533,1,23304,9000,11
1582149,3,47307,4000,11
605238,3,109875,4000,31
830452,3,37470,5000,11
1827887,1,129106,4000,24
428973,1,12772,3000,31
1462617,3,69232,3000,31
171911,1,17500,0000,35
61042,1,90915,4000,33
1595186,1,193493,5000,25
428973,1,120416,4000,31
1583135,1,193833,5000,21
969503,3,128962,4000,31
126639,1,12874,9000,38
1905459,1,13121,4000,35
402104,3,40686,9000,35
1222502,3,157958,0000,11
511985,1,117548,2000,24
702444,1,103483,7000,21
1320732,1,131948,2000,11
305977,1,99424,9000,37
257478,1,4067,4000,23
687963,1,148744,5000,21
1887188,1,129785,3000,23
730519,1,38407,0000,31
576479,1,155764,6000,11
202926,1,161222,4000,22
448876,1,65943,2000,38
367303,1,158074,9000,34
1059986,1,90824,4000,37
285061,1,190716,5000,21
1805559,1,162865,2000,11
1887722,1,189327,9000,33
604347,1,171624,4000,34
1375452,1,105217,5000,11
214501,3,92435,4000,31
66093,3,1770,1000,38
1261437,1,127577,4000,31
1441434,3,112026,2000,23
782995,1,160710,4000,99
233389,1,127481,6000,31
1717927,1,172303,0000,33
1540717,1,168070,2000,11
900382,3,64339,6000,99
492072,1,91420,4000,31
728386,1,124464,4000,31
210005,1,95534,9000,21
1199554,1,37227,4000,34
236027,1,156282,4000,23
1946790,1,80366,4000,11
1385896,1,52576,2000,31
1341249,3,85733,4000,11
1266985,1,76908,4000,31
211664,1,126837,3000,37
1340403,1,134442,8000,23
956923,1,96003,9000,36
1733557,1,173926,9000,31
1676850,1,97232,6000,21
1358630,1,15195,7000,37
539333,3,86148,4000,22
526947,1,165081,4000,31
206605,1,20964,9000,36
1254219,1,87491,1000,11
1782391,1,93853,5000,11
1743803,1,90134,4000,11
828806,1,192634,5000,38
274840,1,27868,0000,11
687156,1,69256,9000,37
227844,3,52507,1000,36
462618,1,46838,0000,11
1265245,1,46789,5000,36
1442907,1,92922,5000,11
1421744,3,35952,4000,38
1767774,1,32042,6000,11
888724,1,155034,6000,23
1437147,1,44928,0000,25
265657,1,184215,4000,21
354997,1,144929,8000,31
711719,1,97698,9000,11
358870,1,86435,9000,99
1687359,1,155556,7000,31
64333,1,124193,5000,33
1324536,1,90626,4000,31
980952,1,50072,5000,24
744121,1,156676,7000,11
709492,1,154146,4000,22
1169034,1,47468,7000,39
1313528,3,119734,7000,22
1467276,1,11125,4000,23
628748,1,111630,4000,31
211082,1,187461,4000,23
1786276,3,142186,8000,34
1456294,1,5876,4000,34
1067924,1,82633,9000,99
1021221,1,172938,4000,11
1563519,1,40331,7000,21
764795,1,76930,0000,23
1628392,1,134426,4000,35
1777268,3,14709,7000,36
706167,1,119385,1000,35
1210411,1,53336,4000,11
511615,3,78745,1000,26
1434253,3,86642,3000,99
1028755,1,130241,4000,32
1878123,1,52803,0000,34
535859,1,59582,5000,23
1416547,3,154525,1000,22
1380358,1,961,5000,11
1109990,3,178774,4000,23
736539,1,163958,4000,11
930566,1,182873,4000,39
982840,1,185856,6000,31
588147,1,185245,9000,23
1152673,1,18439,5000,11
591476,1,181567,3000,31
734164,1,107113,4000,31
903009,1,180938,5000,31
1737032,1,5031,6000,35
311813,1,101053,4000,25
1720362,1,14646,6000,11
657123,1,1991,6000,11
1704220,1,170910,0000,31
1150143,1,104183,4000,21
1211091,1,89607,8000,11
213622,1,172983,5000,36
1205171,3,55793,4000,33
1410939,1,143567,5000,33
1077262,1,190745,5000,32
615830,1,53606,3000,38
245466,1,38866,4000,11
440184,3,155633,2000,23
1879121,3,1911,7000,32
1207112,1,101090,4000,22
1494110,1,172623,6000,21
925082,1,45708,4000,11
130949,1,117118,5000,22
474852,3,138364,5000,11
1739572,3,86832,4000,21
1777696,3,124936,3000,36
13657,1,117891,8000,31
1799069,1,193627,3000,11
1488744,1,164583,4000,11
525701,1,16221,9000,36
171410,1,178826,3000,36
204053,1,89534,4000,21
743651,3,187994,2000,31
999417,1,100311,9000,32
1365656,3,157983,4000,99
1298747,1,118443,4000,31
1643484,1,145960,9000,31
1273946,1,142476,6000,35
1482899,1,188164,4000,31
1151803,1,115719,4000,38
1749618,1,73818,6000,11
320986,3,118533,3000,35
987194,1,99047,9000,38
952087,3,95139,6000,11
777148,1,98435,4000,23
81700,3,7329,4000,31
680378,1,75331,9000,23
861453,1,73581,5000,37
142516,3,176968,4000,23
577154,1,102398,9000,33
267371,1,186571,8000,31
309486,3,98724,9000,21
547920,1,132095,0000,31
1164637,1,116912,9000,36
1433627,3,184345,3000,11
1181808,1,116398,9000,31
653495,1,85547,1000,99
1902654,1,108309,7000,22
846529,1,43855,5000,99
352357,3,189784,6000,35
1836182,3,184933,6000,39
526234,1,163876,4000,35
755266,3,138739,4000,11
485869,1,170259,4000,22
410888,1,55740,5000,22
360009,1,12172,4000,99
1355625,3,110133,6000,11
1656361,3,170200,6000,38
1398969,1,88218,9000,23
843789,1,13726,0000,31
1382017,1,138670,0000,38
1059169,1,86601,9000,23
328338,1,69730,6000,11
1659240,1,85530,4000,39
1938075,1,105509,5000,38
1808091,1,104541,5000,31
371157,1,180869,4000,23
97198,1,124476,8000,11
581853,1,122193,9000,11
1551530,1,26413,6000,24
1183789,1,86882,6000,21
555656,1,6743,6000,11
130526,1,166539,9000,11
1846687,1,87219,6000,31
1051917,1,105669,0000,11
12986,3,74655,3000,33
823809,1,139224,7000,31
1594242,1,182391,4000,23
1825795,3,13165,4000,31
803496,1,18657,4000,22
1708847,1,39462,4000,22
697936,1,15939,0000,11
125788,1,31376,4000,34
392159,1,14416,4000,31
452900,1,106223,6000,31
1015708,3,145488,9000,23
1734299,1,92791,9000,38
1058910,1,175641,9000,34
417245,1,194244,5000,22
1382783,1,82703,4000,11
1358978,3,70548,4000,31
536771,3,107063,4000,11
889516,1,80704,4000,99
1907858,1,75816,8000,31
639741,1,153032,4000,21
969321,3,105710,9000,36
1190004,1,119446,0000,36
1282417,1,48636,9000,11
427850,1,71595,6000,31
305778,1,191264,5000,34
1032383,1,162728,5000,23
1061194,1,183477,2000,11
1421112,1,113368,6000,31
1268056,1,109489,1000,32
1732801,1,173841,9000,21
892371,1,156783,6000,21
1041760,1,163555,4000,23
1506376,3,72945,4000,22
1299036,1,99060,5000,32
1522763,3,80812,5000,11
176172,1,131609,3000,22
542166,1,182879,6000,11
376091,1,38124,0000,34
1943340,1,35822,0000,34
865575,1,17278,5000,21
562398,1,99795,5000,32
269742,1,84531,6000,25
1476700,1,14659,0000,21
1043482,1,126637,4000,38
968124,1,120136,4000,22
1052597,3,26597,7000,22
350172,1,63390,9000,39
338861,1,162743,9000,24
1523201,1,159359,4000,25
581891,1,75532,4000,32
1803954,3,38929,4000,31
385243,1,2319,4000,34
251434,1,12119,2000,22
1682299,3,114839,5000,31
521861,1,43863,8000,25
1301991,1,5704,5000,22
1441093,3,77701,8000,11
80606,1,107755,5000,31
1903840,1,120604,5000,23
168120,1,161322,2000,21
1949013,1,195360,0000,31
931218,1,93431,0000,38
1037623,1,45592,8000,21
1028755,1,103359,9000,32
891833,3,41330,4000,11
1349750,1,135404,9000,99
137498,1,22099,1000,31
686026,1,66603,5000,11
513378,1,30946,5000,11
1471879,1,155631,4000,31
1307711,1,11795,4000,11
545304,1,121565,8000,38
1176555,1,118659,4000,31
233483,3,9080,1000,11
1522043,1,173950,4000,26
894634,1,178909,3000,38
1582918,1,49347,4000,31
202412,1,174963,4000,31
1769283,1,79655,7000,11
1741832,1,174744,0000,31
866393,3,186881,2000,11
1026404,3,12039,4000,33
1019504,1,165374,4000,11
1034114,1,100029,5000,11
1815947,1,182059,0000,32
1728685,1,173408,9000,21
760729,1,150633,9000,11
1156276,1,168600,4000,11
728349,1,133365,4000,22
787330,1,28898,9000,11
668115,3,59728,4000,11
754882,1,121488,4000,32
833555,1,123152,6000,24
445382,1,45098,4000,38
1391252,1,56833,2000,31
609679,1,188915,5000,23
1811,1,173,6000,22
693176,1,69871,9000,31
786824,1,114266,5000,36
1244695,3,193547,4000,38
1754834,3,69802,4000,38
1697363,1,101202,5000,26
576479,1,26856,9000,11
1800328,1,113550,0000,38
885739,1,92890,6000,11
734350,1,3261,5000,11
298537,3,35828,2000,38
1891254,1,41246,5000,33
637057,1,107013,3000,33
1654966,1,126394,6000,31
1858551,1,143895,4000,31
186646,1,176873,6000,31
445564,1,116703,6000,33
1733404,3,190701,4000,11
1726466,1,56305,5000,37
29215,1,74530,4000,35
1025636,3,119057,9000,11
1053831,1,35341,5000,37
428925,1,32118,5000,39
63522,1,121756,4000,31
665669,1,71961,5000,31
688652,1,150821,4000,26
1925062,1,140545,4000,31
248585,1,31488,8000,11
172719,1,17571,9000,11
571637,3,150308,4000,11
1048053,3,61794,6000,23
119226,3,190983,6000,11
387287,1,39222,9000,11
224159,1,55267,4000,22
1228497,1,6929,2000,21
255496,1,169741,2000,31
1111395,1,6555,3000,11
1362628,1,24553,6000,99
293288,1,29744,6000,11
465330,1,74963,9000,22
1484146,3,145312,4000,24
1391239,1,171537,4000,33
1112650,3,144712,7000,11
1278794,1,90257,0000,31
191555,1,77574,4000,32
1570089,1,65182,9000,34
379800,1,134728,7000,11
419318,1,42483,0000,31
913065,3,67374,2000,99
287130,3,171886,6000,11
636950,1,79015,9000,11
1452211,3,174031,4000,36
700259,1,148125,4000,11
931213,1,93428,0000,23
1851326,1,97774,4000,31
645783,1,40003,7000,35
927584,1,66169,9000,38
1742051,3,126155,4000,39
851565,1,85456,7000,11
1351209,3,167925,6000,24
1363847,1,129189,4000,31
1527876,1,173691,5000,11
1512131,1,151712,9000,34
443667,1,107752,4000,31
1432640,1,110931,6000,24
579475,1,114697,1000,22
660096,1,28416,4000,31
1130717,1,154380,2000,31
903455,3,152881,0000,99
415838,1,42119,0000,34
1179773,3,21261,4000,31
1896718,1,100470,6000,11
967,1,65487,4000,32
1612222,1,162769,9000,37
1640925,1,66509,4000,34
954224,1,95727,0000,23
684500,1,143520,4000,39
800978,3,56772,2000,32
1796523,1,189285,4000,31
1785899,3,142425,1000,23
376033,1,155313,0000,37
1871830,1,102278,6000,11
127921,1,96219,0000,22
22633,1,96363,4000,11
511038,1,53626,4000,31
1535727,1,149497,5000,24
1410939,1,141607,9000,33
1573287,3,157882,8000,31
995564,3,113060,4000,38
1843195,1,11790,5000,24
657634,1,177990,4000,36
757415,1,121986,4000,11
1008783,1,6005,5000,37
638073,1,91452,4000,37
942677,1,94580,6000,99
847954,1,133624,6000,99
367303,1,37241,9000,34
971819,1,131740,4000,26
408383,3,135100,0000,31
1001585,1,20186,0000,21
1107874,1,111296,9000,99
417072,1,32041,5000,11
1107698,1,5869,6000,11
1665149,1,196440,2000,31
1595407,1,83300,4000,31
1910354,1,21714,5000,39
1306106,3,10509,2000,11
865980,1,189396,4000,37
138415,1,14094,0000,11
1879475,3,83320,2000,99
427385,3,64872,4000,11
1058757,1,110421,1000,26
1496289,1,150076,9000,36
240628,1,86230,6000,34
138337,1,72671,8000,21
1663647,1,160063,4000,38
1813336,1,174309,6000,23
881197,1,159870,0000,21
216977,1,106753,4000,37
1354318,1,68061,9000,23
1237485,1,118555,0000,23
1115605,3,183023,4000,24
1811650,1,13913,6000,31
559493,1,146209,6000,24
1765887,1,72074,5000,11
236270,1,189089,4000,23
271749,1,27586,9000,99
782306,1,56279,0000,11
921506,1,105273,3000,36
594854,3,172902,6000,11
1927151,1,65438,3000,31
50983,1,5151,0000,31
1570902,1,182178,9000,35
125470,1,119946,5000,31
1409766,1,106025,3000,31
1173742,1,73882,9000,31
1843672,1,184898,2000,31
137995,1,14049,9000,99
1484427,1,111893,5000,24
1774100,1,77827,4000,37
34829,1,30212,4000,31
153528,1,15597,5000,34
1860234,1,148963,0000,99
864441,1,21970,3000,11
1714312,1,171926,6000,99
1677779,1,113326,0000,31
1845780,1,185092,0000,99
1364446,3,135275,0000,99
1514586,1,165534,8000,32
995169,1,99882,0000,21
492667,1,124941,9000,38
1891301,1,39872,0000,31
209434,1,85466,7000,23
297772,1,58707,4000,21
658667,1,44967,2000,33
1561759,3,76586,2000,23
1798986,1,37441,4000,33
229434,1,94458,7000,11
693176,1,35150,9000,31
1833453,1,143127,7000,22
991417,1,135014,4000,31
1027487,1,42259,2000,31
1220067,3,85494,4000,31
1875215,3,143472,4000,31
1481712,3,180464,0000,11
398949,1,40367,0000,11
949998,1,37783,3000,22
1696839,1,170165,6000,31
863425,1,69557,0000,31
1332829,1,47952,4000,32
1917178,1,189469,4000,31
35520,1,1057,5000,31
1151911,1,112146,3000,11
1567072,1,142131,4000,33
331559,1,8764,4000,11
1922902,3,192818,8000,24
436773,1,138769,2000,25
799544,1,51308,4000,31
728206,1,96625,9000,23
875454,3,100999,2000,31
858558,1,86180,9000,99
1879815,1,161521,4000,21
1919598,1,143504,2000,35
1193372,1,88735,9000,32
1852765,1,185781,0000,11
343831,1,6900,5000,26
289413,1,133902,8000,37
1016954,1,102134,4000,11
447812,1,188853,5000,11
1251346,1,75215,5000,32
838900,1,163265,4000,11
1455632,3,32748,2000,38
964201,1,6281,6000,39
1096321,1,167982,5000,32
752483,3,183026,4000,39
1499528,1,25505,5000,25
308932,1,96526,4000,11
1901012,1,195084,9000,23
797446,1,103870,0000,11
202519,1,9088,5000,38
1821932,1,182669,0000,11
495457,1,49791,6000,31
1817339,1,182179,0000,23
531836,1,184603,4000,38
1797215,1,40627,5000,11
875136,1,48280,5000,36
1587498,1,37724,8000,31
851709,1,73981,4000,11
648933,1,48042,4000,11
1709604,1,92294,4000,36
659384,1,26699,4000,36
1606564,3,159745,1000,11
738136,3,56690,4000,11
1093339,1,39459,5000,31
1766705,1,10366,4000,11
374825,1,37973,5000,99
1819822,1,114665,5000,22
1214237,1,2955,4000,21
1704449,1,174879,5000,37
1913778,1,54833,4000,31
433738,1,18168,0000,31
608927,3,72973,0000,22
20977,1,131749,5000,11
488368,1,86208,9000,33
897533,3,126991,2000,31
695698,3,80514,1000,11
125363,1,165305,5000,21
399363,1,68263,4000,11
677906,1,90005,8000,31
122936,1,12515,9000,99
1221560,1,154028,9000,21
79085,1,42471,4000,23
1538627,1,23961,5000,11
49170,1,130130,9000,11
1414087,1,136259,4000,34
894624,1,43711,5000,11
656768,1,145231,5000,31
1065238,1,155647,6000,35
1587544,1,144822,6000,31
1878525,1,120210,0000,37
220455,1,57672,9000,23
803875,1,121462,8000,31
1117647,3,134963,3000,24
422666,1,98197,6000,11
1130570,1,25850,4000,25
1856344,1,61566,2000,24
1001784,1,117863,8000,11
1602159,1,183235,5000,37
1464714,1,4400,5000,37
407588,1,155286,4000,99
830926,3,129213,4000,37
771280,3,257,5000,11
718581,3,139594,3000,31
712599,3,41310,5000,31
255556,1,190097,6000,31
1690394,3,42949,2000,31
1467876,1,30269,6000,11
891247,1,194338,5000,22
1071743,1,14393,9000,31
1437023,1,144191,0000,21
1645230,1,18354,2000,31
704700,1,71007,0000,26
1602242,1,161670,9000,24
846354,1,125270,4000,22
1106676,3,72049,1000,32
14304,1,165,5000,26
1369797,1,117343,5000,11
239579,1,8951,2000,23
620024,1,38980,4000,11
146209,1,152641,4000,24
1554657,1,214,4000,99
1464208,1,157110,4000,11
768519,3,189126,4000,38
1870805,1,106749,5000,38
1144127,1,89221,4000,31
455970,1,26068,4000,11
1510555,3,31706,2000,22
835664,1,112293,6000,11
1744636,1,87250,8000,32
421038,1,143019,7000,99
1268056,1,5613,1000,32
437424,1,49157,4000,22
1813727,1,170417,5000,34
1008783,1,115905,5000,37
155807,1,62222,6000,31
1469418,1,186455,4000,11
358586,1,179405,4000,38
1364562,1,146582,4000,23
534754,1,130820,4000,31
875376,1,52884,4000,31
1950877,1,42527,0000,31
700939,3,156927,4000,11
989677,1,154398,6000,31
613244,1,35912,9000,11
1217758,1,24756,6000,11
455970,1,94227,6000,31
402494,1,101277,6000,31
814428,1,28806,4000,31
1950456,1,7468,9000,36
927746,1,139511,8000,22
1458198,1,126978,6000,31
1910354,1,124740,5000,39
1839625,1,184477,0000,33
